OPPORTUNITY_ID,ACCOUNT_NAME,LEAD_SOURCE_CAMPAIGN,STAGE,AMOUNT_USD,CREATED_DATE,CLOSE_DATE,BUSINESS_GROUP,REGION
OPP-931cc76a,Clark-Shelton,CMP-235,Closed Won,112634.91,2020-11-04,2020-11-18,HCBG,LATAM
OPP-cb2428c2,"Bates, Holmes and Briggs",CMP-235,Closed Lost,126532.68,2020-11-03,2020-11-13,HCBG,LATAM
OPP-24bb3725,Nguyen-Roman,CMP-235,Closed Lost,74476.65,2020-11-06,2020-11-27,HCBG,LATAM
OPP-006f96de,Leach LLC,CMP-235,Closed Won,105067.17,2020-10-31,2020-11-18,HCBG,LATAM
OPP-dfee5f3d,"Payne, Guerrero and Ryan",CMP-235,Closed Lost,92213.72,2020-11-07,2020-11-21,HCBG,LATAM
OPP-5b33cd2b,Mills-Johnson,CMP-235,Closed Won,76190.4,2020-11-02,2020-11-18,HCBG,LATAM
OPP-eda75abc,"Suarez, Brown and Randolph",CMP-235,Closed Won,97796.25,2020-11-10,2020-11-25,HCBG,LATAM
OPP-84e126d1,"Jones, Charles and Howell",CMP-235,Closed Lost,162431.66,2020-11-10,2020-11-20,HCBG,LATAM
OPP-27d914f6,Liu and Sons,CMP-235,Closed Won,108458.47,2020-11-07,2020-11-17,HCBG,LATAM
OPP-9d50271a,Cruz Group,CMP-235,Closed Lost,104271.79,2020-11-06,2020-11-26,HCBG,LATAM
OPP-914073d8,"Collins, Mcintosh and Dominguez",CMP-235,Closed Won,125072.61,2020-11-08,2020-11-27,HCBG,LATAM
OPP-db91ad58,Smith LLC,CMP-235,Closed Won,130578.27,2020-11-10,2020-11-29,HCBG,LATAM
OPP-5cb8f9a2,Mcdonald and Sons,CMP-235,Closed Lost,85737.31,2020-11-09,2020-11-21,HCBG,LATAM
OPP-99e7c87f,Ortiz Ltd,CMP-235,Closed Won,108015.94,2020-11-12,2020-11-23,HCBG,LATAM
OPP-0e93e787,Lam-Martin,CMP-235,Closed Lost,143162.81,2020-11-16,2020-11-30,HCBG,LATAM
OPP-2fb892cd,Weeks Inc,CMP-235,Closed Won,167564.96,2020-11-15,2020-12-04,HCBG,LATAM
OPP-67a09bda,Thomas-Joyce,CMP-235,Closed Lost,125726.49,2020-11-13,2020-11-27,HCBG,LATAM
OPP-ca08d6cf,Tucker Inc,CMP-235,Closed Won,107086.12,2020-11-18,2020-12-06,HCBG,LATAM
OPP-033344eb,"Mitchell, Alvarez and Zuniga",CMP-235,Closed Lost,82554.78,2020-11-15,2020-12-04,HCBG,LATAM
OPP-215d7b3b,Mendoza Ltd,CMP-235,Closed Lost,130244.23,2020-11-19,2020-12-01,HCBG,LATAM
OPP-97bca492,"Walker, Brown and Palmer",CMP-235,Closed Won,98830.43,2020-11-19,2020-12-04,HCBG,LATAM
OPP-814f513e,"Spears, Harris and Brown",CMP-235,Closed Lost,60435.64,2020-11-21,2020-12-04,HCBG,LATAM
OPP-655c14ca,Branch-Powell,CMP-235,Closed Won,95380.4,2020-11-22,2020-12-04,HCBG,LATAM
OPP-ad01a254,Golden Ltd,CMP-235,Closed Won,89456.23,2020-11-20,2020-12-02,HCBG,LATAM
OPP-90cf490d,Giles-Short,CMP-235,Closed Lost,122197.67,2020-11-24,2020-12-09,HCBG,LATAM
OPP-33f10d0a,Ramos-Martinez,CMP-235,Closed Won,144918.63,2020-11-23,2020-12-03,HCBG,LATAM
OPP-93a434cb,"King, Powell and Wood",CMP-235,Closed Won,97941.29,2020-11-25,2020-12-10,HCBG,LATAM
OPP-31734dca,Webb-Thomas,CMP-235,Closed Won,94677.44,2020-11-29,2020-12-14,HCBG,LATAM
OPP-9dbf9e57,Dickson-Carr,CMP-235,Closed Won,131393.25,2020-11-25,2020-12-06,HCBG,LATAM
OPP-ecba5167,"Robinson, Williams and Hernandez",CMP-235,Closed Lost,93268.5,2020-11-29,2020-12-14,HCBG,LATAM
OPP-ad0e30b3,Sanders LLC,CMP-235,Closed Won,110580.77,2020-12-01,2020-12-16,HCBG,LATAM
OPP-da9d165b,Norton-Alexander,CMP-235,Closed Won,100353.83,2020-11-28,2020-12-11,HCBG,LATAM
OPP-91f0a496,"Knight, Martinez and Herrera",CMP-235,Closed Won,83147.1,2020-12-05,2020-12-24,HCBG,LATAM
OPP-b8ec8273,Weaver PLC,CMP-235,Closed Won,129194.55,2020-12-04,2020-12-25,HCBG,LATAM
OPP-ea1910fb,"Goodman, Willis and Lee",CMP-235,Closed Won,157848.61,2020-12-04,2020-12-23,HCBG,LATAM
OPP-63d7599d,Carter-Rose,CMP-235,Closed Won,146403.5,2020-12-05,2020-12-18,HCBG,LATAM
OPP-d4d84d00,Tapia-Kelly,CMP-235,Closed Won,103207.73,2020-12-06,2020-12-18,HCBG,LATAM
OPP-d5bdc8ad,"Hall, Sanford and Sims",CMP-235,Closed Won,121544.09,2020-12-08,2020-12-21,HCBG,LATAM
OPP-59ef1808,Taylor-Flores,CMP-235,Closed Won,71969.66,2020-12-11,2020-12-23,HCBG,LATAM
OPP-de08ff93,Williams PLC,CMP-235,Closed Lost,121031.54,2020-12-12,2020-12-24,HCBG,LATAM
OPP-ec2a78e1,Ponce Group,CMP-235,Closed Lost,133366.59,2020-12-07,2020-12-25,HCBG,LATAM
OPP-a982384b,Ruiz PLC,CMP-235,Closed Lost,119155.33,2020-12-08,2020-12-23,HCBG,LATAM
OPP-32ec81aa,Anderson Inc,CMP-235,Closed Won,119113.2,2020-12-12,2020-12-23,HCBG,LATAM
OPP-dff961c2,"Mejia, Soto and Clark",CMP-235,Closed Lost,100973.26,2020-12-12,2020-12-26,HCBG,LATAM
OPP-9fbd994a,Dixon LLC,CMP-235,Closed Lost,98617.63,2020-12-15,2020-12-26,HCBG,LATAM
OPP-6ddcafbe,Levine-Walker,CMP-235,Closed Won,110200.47,2020-12-14,2021-01-02,HCBG,LATAM
OPP-4abf9779,"Cohen, Schmidt and Young",CMP-235,Closed Won,144698.15,2020-12-13,2020-12-30,HCBG,LATAM
OPP-8c6e9bdd,"Banks, Randolph and Gonzales",CMP-235,Closed Won,118530.19,2020-12-19,2021-01-07,HCBG,LATAM
OPP-6ef0702e,Watts LLC,CMP-235,Closed Won,144959.09,2020-12-21,2021-01-05,HCBG,LATAM
OPP-fa0fd3f8,Ferguson PLC,CMP-235,Negotiation,94167.53,2020-12-18,,HCBG,LATAM
OPP-ab2ab4d1,Nunez-May,CMP-235,Closed Lost,109682.25,2020-12-18,2020-12-30,HCBG,LATAM
OPP-f932b117,Miller Inc,CMP-235,Closed Won,81765.94,2020-12-21,2021-01-07,HCBG,LATAM
OPP-29d213dc,"Russell, Bright and Osborne",CMP-235,Closed Won,101164.52,2020-12-25,2021-01-07,HCBG,LATAM
OPP-ccddf721,"Luna, Singh and Ryan",CMP-235,Closed Lost,115827.06,2020-12-21,2021-01-07,HCBG,LATAM
OPP-d67d9ba4,Brown Ltd,CMP-235,Closed Won,101304.67,2020-12-28,2021-01-11,HCBG,LATAM
OPP-c1e8915d,Jackson Group,CMP-235,Closed Won,107006.22,2020-12-27,2021-01-10,HCBG,LATAM
OPP-9ea4c702,Ruiz LLC,CMP-235,Closed Lost,119212.81,2020-12-25,2021-01-05,HCBG,LATAM
OPP-f463c0fa,"Mcclain, Tran and Anderson",CMP-235,Closed Won,116586.68,2020-12-24,2021-01-09,HCBG,LATAM
OPP-68c8fdcc,"Thomas, Johnson and Weber",CMP-235,Closed Won,101867.89,2020-12-27,2021-01-15,HCBG,LATAM
OPP-1e742e8e,"Michael, Lara and Butler",CMP-235,Closed Won,133988.73,2020-12-30,2021-01-19,HCBG,LATAM
OPP-e71a5759,Patel Ltd,CMP-235,Closed Won,154401.38,2020-12-28,2021-01-16,HCBG,LATAM
OPP-7faef1da,Carpenter Inc,CMP-235,Closed Won,72626.43,2020-12-31,2021-01-17,HCBG,LATAM
OPP-ebc34060,"Parker, Henry and Brown",CMP-235,Closed Won,170488.79,2021-01-03,2021-01-22,HCBG,LATAM
OPP-411017d3,Swanson LLC,CMP-235,Closed Won,146299.05,2020-12-31,2021-01-19,HCBG,LATAM
OPP-0d6a4835,Evans-Richardson,CMP-235,Closed Won,165072.46,2021-01-02,2021-01-14,HCBG,LATAM
OPP-a2832988,Gonzalez PLC,CMP-235,Closed Won,122672.34,2021-01-07,2021-01-24,HCBG,LATAM
OPP-052851d1,Kerr-Lucas,CMP-236,Closed Lost,21250.0,2022-11-13,2022-12-15,SIBG,APAC
OPP-8db3ba52,Perkins and Sons,CMP-236,Closed Won,30538.22,2022-11-16,2022-12-08,SIBG,APAC
OPP-6a640b55,Salinas Inc,CMP-236,Closed Lost,21250.0,2022-11-21,2022-12-17,SIBG,APAC
OPP-0dd44721,Wagner-Molina,CMP-236,Closed Won,21250.0,2022-11-18,2022-12-20,SIBG,APAC
OPP-d72f1f80,"Ortiz, Green and Luna",CMP-236,Closed Won,23990.3,2022-11-22,2022-12-15,SIBG,APAC
OPP-67195825,Thomas LLC,CMP-236,Negotiation,21250.0,2022-11-23,,SIBG,APAC
OPP-9c2806c4,"Alvarado, Martinez and Neal",CMP-236,Closed Won,28234.5,2022-11-22,2022-12-20,SIBG,APAC
OPP-d3844b98,Cohen Inc,CMP-236,Closed Lost,26121.55,2022-11-24,2022-12-17,SIBG,APAC
OPP-8a12d261,"Salazar, Lopez and Webster",CMP-236,Closed Lost,21250.0,2022-11-30,2023-01-03,SIBG,APAC
OPP-e4ac1f54,"Miller, Miller and Stein",CMP-236,Closed Won,21250.0,2022-11-29,2022-12-30,SIBG,APAC
OPP-1820852c,Clark-Williams,CMP-236,Closed Lost,21250.0,2022-12-06,2023-01-02,SIBG,APAC
OPP-cee7698d,Brown-Stevens,CMP-236,Closed Lost,24835.0,2022-11-27,2022-12-24,SIBG,APAC
OPP-e45fbf0c,Gardner-Garcia,CMP-236,Closed Won,25948.94,2022-11-25,2022-12-30,SIBG,APAC
OPP-83464c9d,"Wright, Anderson and Hill",CMP-236,Closed Lost,22849.6,2022-12-09,2023-01-01,SIBG,APAC
OPP-a95a07a6,Chang and Sons,CMP-236,Closed Lost,25121.68,2022-12-07,2022-12-28,SIBG,APAC
OPP-bf6e9d38,Becker-Black,CMP-236,Closed Lost,26667.51,2022-12-11,2023-01-10,SIBG,APAC
OPP-ccab32dd,Daniel and Sons,CMP-236,Closed Lost,21250.0,2022-12-04,2022-12-26,SIBG,APAC
OPP-a6c4ca01,Morgan-Guerra,CMP-236,Closed Lost,22196.31,2022-12-06,2023-01-08,SIBG,APAC
OPP-114b88be,"Scott, Martinez and Robinson",CMP-236,Closed Lost,21250.0,2022-12-12,2023-01-05,SIBG,APAC
OPP-239ff129,Campbell Inc,CMP-236,Closed Lost,21250.0,2022-12-01,2022-12-22,SIBG,APAC
OPP-a6ae17a4,Martinez LLC,CMP-236,Closed Won,21250.0,2022-12-11,2023-01-10,SIBG,APAC
OPP-0bf2667f,"Kaiser, Mullen and Morris",CMP-236,Closed Lost,21250.0,2022-12-05,2023-01-05,SIBG,APAC
OPP-01ac6595,Vega LLC,CMP-236,Closed Lost,21250.0,2022-12-15,2023-01-19,SIBG,APAC
OPP-2089499d,King-Martinez,CMP-236,Closed Lost,21250.0,2022-12-13,2023-01-17,SIBG,APAC
OPP-4ea8a7e3,Cook-Logan,CMP-236,Closed Won,22994.03,2022-12-10,2023-01-05,SIBG,APAC
OPP-37c166aa,"Hunt, Ruiz and Patrick",CMP-236,Closed Won,21250.0,2022-12-20,2023-01-12,SIBG,APAC
OPP-f2d2ce7a,Garrett and Sons,CMP-236,Closed Lost,29447.84,2022-12-12,2023-01-02,SIBG,APAC
OPP-3e6c39e3,"James, Alexander and Franco",CMP-236,Closed Lost,21250.0,2022-12-12,2023-01-04,SIBG,APAC
OPP-d1dde1b5,Harris-Evans,CMP-236,Closed Lost,26229.98,2022-12-21,2023-01-12,SIBG,APAC
OPP-c630800b,Crawford Inc,CMP-236,Closed Won,21250.0,2022-12-12,2023-01-07,SIBG,APAC
OPP-51199bd7,"Ferguson, Davis and Moore",CMP-236,Closed Lost,21250.0,2022-12-23,2023-01-16,SIBG,APAC
OPP-c28eaccc,Davies-Baker,CMP-236,Closed Lost,21250.0,2022-12-26,2023-01-21,SIBG,APAC
OPP-dc6b6424,Golden PLC,CMP-236,Closed Won,21250.0,2022-12-19,2023-01-09,SIBG,APAC
OPP-035c8f82,Powell PLC,CMP-236,Closed Won,21250.0,2022-12-20,2023-01-11,SIBG,APAC
OPP-4f07f246,Garcia and Sons,CMP-236,Negotiation,30984.25,2022-12-20,,SIBG,APAC
OPP-a91bb0e5,Cruz Inc,CMP-236,Closed Lost,21250.0,2022-12-28,2023-01-30,SIBG,APAC
OPP-a38670e6,Coleman Inc,CMP-236,Closed Won,21250.0,2022-12-20,2023-01-11,SIBG,APAC
OPP-2307ef8e,"Duncan, Barr and Ruiz",CMP-236,Closed Lost,21250.0,2022-12-28,2023-01-28,SIBG,APAC
OPP-b4563342,"Harrison, Dixon and Lee",CMP-236,Closed Lost,21250.0,2022-12-21,2023-01-15,SIBG,APAC
OPP-1ad32f01,Lindsey-Bowen,CMP-236,Closed Lost,21250.0,2022-12-24,2023-01-24,SIBG,APAC
OPP-d6d1be11,Stephens-Richardson,CMP-236,Closed Lost,31162.53,2023-01-04,2023-01-25,SIBG,APAC
OPP-078ee625,"Peterson, Evans and Barron",CMP-236,Closed Lost,21250.0,2022-12-31,2023-02-03,SIBG,APAC
OPP-1b722a98,Cook-Carter,CMP-236,Closed Lost,21250.0,2022-12-31,2023-01-28,SIBG,APAC
OPP-40b20aca,Hernandez Ltd,CMP-236,Closed Won,21250.0,2023-01-08,2023-02-07,SIBG,APAC
OPP-96555f20,Hall-Patrick,CMP-236,Closed Won,28846.57,2023-01-02,2023-02-02,SIBG,APAC
OPP-53462aa2,"Larson, Fisher and Willis",CMP-236,Closed Won,21250.0,2022-12-29,2023-01-23,SIBG,APAC
OPP-a5316e09,"Moore, Harris and Gonzalez",CMP-236,Closed Lost,21250.0,2023-01-04,2023-02-03,SIBG,APAC
OPP-28503b70,Hess PLC,CMP-237,Closed Lost,171920.31,2023-09-18,2023-10-03,SIBG,APAC
OPP-1c867c2e,Thomas-Hayes,CMP-237,Closed Lost,118960.56,2023-09-21,2023-10-03,SIBG,APAC
OPP-0cfc6744,Hopkins PLC,CMP-237,Closed Won,104176.66,2023-09-20,2023-10-01,SIBG,APAC
OPP-bdeeb0d1,Benson and Sons,CMP-237,Closed Won,124541.8,2023-09-22,2023-10-13,SIBG,APAC
OPP-19378622,Keller-Peterson,CMP-237,Closed Won,152189.9,2023-09-24,2023-10-14,SIBG,APAC
OPP-dd9bc547,"Gilbert, Hendricks and Graves",CMP-237,Closed Won,139881.03,2023-09-26,2023-10-17,SIBG,APAC
OPP-e133d704,Mendez and Sons,CMP-237,Closed Won,94118.74,2023-09-23,2023-10-12,SIBG,APAC
OPP-91a78f1d,Strickland-Combs,CMP-237,Closed Won,137146.11,2023-09-25,2023-10-16,SIBG,APAC
OPP-c62c8fa1,"Wood, Grimes and Wright",CMP-237,Closed Lost,159765.85,2023-09-24,2023-10-08,SIBG,APAC
OPP-dba7026b,Perez-Armstrong,CMP-237,Closed Won,111871.62,2023-10-02,2023-10-19,SIBG,APAC
OPP-ae7d2e2c,"Gomez, West and Lewis",CMP-237,Closed Won,183451.27,2023-09-26,2023-10-12,SIBG,APAC
OPP-f475f541,"Koch, Graham and Murray",CMP-237,Closed Lost,135240.92,2023-10-04,2023-10-24,SIBG,APAC
OPP-983c1431,Brown-Riggs,CMP-237,Closed Won,106031.14,2023-10-04,2023-10-23,SIBG,APAC
OPP-496c085a,Preston and Sons,CMP-237,Closed Lost,163575.19,2023-10-02,2023-10-15,SIBG,APAC
OPP-7e3c831e,Oliver Ltd,CMP-237,Closed Lost,131016.14,2023-10-03,2023-10-15,SIBG,APAC
OPP-79c24680,Wiley-Stokes,CMP-237,Closed Won,139500.35,2023-10-07,2023-10-22,SIBG,APAC
OPP-db9de72b,Cortez Ltd,CMP-237,Closed Won,91227.12,2023-10-03,2023-10-18,SIBG,APAC
OPP-8c820c63,"Le, Larson and Spencer",CMP-237,Closed Won,167506.3,2023-10-03,2023-10-15,SIBG,APAC
OPP-503fe1c6,"Goodwin, Sanchez and Gardner",CMP-237,Closed Lost,81324.32,2023-10-09,2023-10-26,SIBG,APAC
OPP-780cb9f5,Gutierrez-Horton,CMP-237,Closed Won,85404.34,2023-10-09,2023-10-25,SIBG,APAC
OPP-92543531,Glass-Whitney,CMP-237,Closed Lost,76677.37,2023-10-10,2023-10-20,SIBG,APAC
OPP-11c11019,Walker-Smith,CMP-237,Closed Lost,73155.13,2023-10-12,2023-11-01,SIBG,APAC
OPP-b3dc3a2b,Hardy-Ballard,CMP-237,Closed Won,117356.54,2023-10-13,2023-11-03,SIBG,APAC
OPP-666e5d70,Williams Group,CMP-237,Closed Lost,127439.17,2023-10-12,2023-11-02,SIBG,APAC
OPP-e3060c54,Crawford LLC,CMP-237,Closed Lost,106106.22,2023-10-12,2023-10-27,SIBG,APAC
OPP-7449ace3,Bryan PLC,CMP-237,Closed Lost,132704.57,2023-10-17,2023-11-07,SIBG,APAC
OPP-6dce6030,Green-Smith,CMP-237,Closed Won,113506.32,2023-10-19,2023-10-31,SIBG,APAC
OPP-3b9e028a,"Moore, Snow and Anderson",CMP-237,Closed Won,119432.68,2023-10-19,2023-10-31,SIBG,APAC
OPP-ceb5fa50,Cook-Chen,CMP-237,Closed Won,74449.58,2023-10-14,2023-11-04,SIBG,APAC
OPP-71ab54cd,Zamora-Palmer,CMP-237,Closed Lost,125029.52,2023-10-19,2023-11-04,SIBG,APAC
OPP-da495c4c,Johnson LLC,CMP-237,Closed Won,148347.19,2023-10-23,2023-11-04,SIBG,APAC
OPP-afb7654a,Reed-Sanchez,CMP-237,Closed Lost,124969.6,2023-10-19,2023-11-03,SIBG,APAC
OPP-05397175,Yates-Ramirez,CMP-237,Closed Won,110550.29,2023-10-22,2023-11-04,SIBG,APAC
OPP-3436cc72,"Ellis, Mercado and Cole",CMP-237,Closed Lost,116893.19,2023-10-24,2023-11-14,SIBG,APAC
OPP-e76e6d65,Obrien-Lewis,CMP-237,Closed Won,110637.84,2023-10-25,2023-11-05,SIBG,APAC
OPP-d030b472,Mitchell and Sons,CMP-237,Closed Lost,91682.07,2023-10-27,2023-11-08,SIBG,APAC
OPP-8ddcd96c,Wright and Sons,CMP-237,Closed Won,74952.11,2023-10-24,2023-11-05,SIBG,APAC
OPP-18d39ccd,"Ruiz, Johnson and Harris",CMP-237,Closed Won,93425.36,2023-10-25,2023-11-09,SIBG,APAC
OPP-b077cacd,Gardner PLC,CMP-237,Closed Lost,112705.5,2023-10-24,2023-11-04,SIBG,APAC
OPP-3e2415e0,"Clark, Jennings and Bridges",CMP-237,Closed Lost,103561.55,2023-10-27,2023-11-11,SIBG,APAC
OPP-42ad9f17,Hill LLC,CMP-237,Closed Won,62762.3,2023-11-01,2023-11-13,SIBG,APAC
OPP-b1f933e0,"Miller, Davenport and Mitchell",CMP-237,Closed Won,135722.89,2023-10-31,2023-11-17,SIBG,APAC
OPP-81dbcf3d,Webster-Melton,CMP-237,Closed Won,86159.93,2023-10-30,2023-11-17,SIBG,APAC
OPP-76c3630a,King PLC,CMP-237,Closed Won,66864.56,2023-11-04,2023-11-17,SIBG,APAC
OPP-17b611d5,"Gonzalez, Wilson and Pearson",CMP-237,Closed Won,124361.42,2023-11-03,2023-11-15,SIBG,APAC
OPP-bd65abbe,Murphy PLC,CMP-237,Closed Won,96155.01,2023-10-31,2023-11-11,SIBG,APAC
OPP-9d8a168d,Maynard-Lopez,CMP-237,Closed Lost,122475.7,2023-11-03,2023-11-15,SIBG,APAC
OPP-069f076f,"Cox, Trevino and Chandler",CMP-237,Closed Won,88929.25,2023-11-05,2023-11-19,SIBG,APAC
OPP-b854d980,"Sanchez, Russo and Dennis",CMP-237,Closed Lost,104659.59,2023-11-04,2023-11-18,SIBG,APAC
OPP-f7871f24,Clark Ltd,CMP-237,Negotiation,96259.66,2023-11-06,,SIBG,APAC
OPP-ab26aa3f,"Hall, Mcgee and Brown",CMP-237,Closed Won,139979.07,2023-11-05,2023-11-15,SIBG,APAC
OPP-295e7968,"Fuller, Lamb and Villa",CMP-237,Closed Won,135249.34,2023-11-12,2023-11-28,SIBG,APAC
OPP-91888173,"Gordon, Campbell and Holmes",CMP-237,Closed Won,168032.65,2023-11-09,2023-11-30,SIBG,APAC
OPP-9d73aa6f,Jones-Peterson,CMP-237,Closed Lost,117134.87,2023-11-15,2023-11-25,SIBG,APAC
OPP-4d0f1027,Singleton and Sons,CMP-237,Closed Lost,108400.66,2023-11-11,2023-11-27,SIBG,APAC
OPP-0985cbf9,Allen-Carter,CMP-237,Closed Won,117402.93,2023-11-16,2023-11-26,SIBG,APAC
OPP-862122d3,Brown-Davenport,CMP-237,Closed Lost,101421.61,2023-11-15,2023-11-30,SIBG,APAC
OPP-0b7b78b3,Mcintosh-Fernandez,CMP-237,Closed Won,108679.86,2023-11-12,2023-12-01,SIBG,APAC
OPP-9a918031,Oliver Ltd,CMP-237,Closed Won,86566.15,2023-11-18,2023-12-04,SIBG,APAC
OPP-36e82e27,Reid Group,CMP-237,Closed Lost,132041.56,2023-11-17,2023-11-29,SIBG,APAC
OPP-9280c5dc,Dixon LLC,CMP-237,Closed Lost,132883.08,2023-11-16,2023-12-03,SIBG,APAC
OPP-0a6de01b,Sanchez Inc,CMP-238,Closed Lost,216169.52,2024-04-18,2024-04-29,HCBG,LATAM
OPP-6e0a614e,Hendricks PLC,CMP-238,Closed Won,202752.25,2024-04-17,2024-04-24,HCBG,LATAM
OPP-191c9b0a,"Snyder, Cunningham and Smith",CMP-238,Closed Won,171266.43,2024-04-13,2024-04-23,HCBG,LATAM
OPP-e526183b,"West, Garcia and Gordon",CMP-238,Closed Won,213650.28,2024-04-17,2024-04-25,HCBG,LATAM
OPP-be588941,Spence Group,CMP-238,Closed Won,182556.3,2024-04-13,2024-04-21,HCBG,LATAM
OPP-2e9bc45d,Richardson-Meyer,CMP-238,Closed Won,291530.87,2024-04-18,2024-04-28,HCBG,LATAM
OPP-025e8442,Hernandez and Sons,CMP-238,Closed Won,262867.66,2024-04-15,2024-04-27,HCBG,LATAM
OPP-d31e7fc3,"Hunter, Simmons and Davidson",CMP-238,Closed Won,177037.5,2024-04-21,2024-05-01,HCBG,LATAM
OPP-67a22ae4,Grimes-Gilmore,CMP-238,Closed Won,198859.01,2024-04-19,2024-04-28,HCBG,LATAM
OPP-4efa6160,Vazquez PLC,CMP-238,Closed Won,197573.04,2024-04-17,2024-04-26,HCBG,LATAM
OPP-7ef4f20c,Tate Inc,CMP-238,Closed Won,147413.5,2024-04-18,2024-05-02,HCBG,LATAM
OPP-57313f4a,"Romero, Guerrero and Scott",CMP-238,Closed Won,201525.69,2024-04-16,2024-04-24,HCBG,LATAM
OPP-b9dbb178,Knight-Romero,CMP-238,Closed Won,173766.69,2024-04-21,2024-05-01,HCBG,LATAM
OPP-09ed34f8,Gonzalez-Brennan,CMP-238,Closed Won,191259.94,2024-04-20,2024-04-27,HCBG,LATAM
OPP-4b3d2fe9,Skinner-Hudson,CMP-238,Closed Won,261417.8,2024-04-23,2024-04-30,HCBG,LATAM
OPP-d347f393,Williams PLC,CMP-238,Closed Won,262126.86,2024-04-21,2024-04-28,HCBG,LATAM
OPP-789b2418,"Dean, Winters and Bradford",CMP-238,Closed Won,245382.24,2024-04-23,2024-05-02,HCBG,LATAM
OPP-5b8fd526,Melton PLC,CMP-238,Closed Won,234836.14,2024-04-22,2024-05-06,HCBG,LATAM
OPP-7828dd3c,"Jackson, Gibson and Turner",CMP-238,Closed Won,228219.03,2024-04-25,2024-05-02,HCBG,LATAM
OPP-d8789e91,Dennis PLC,CMP-238,Closed Won,199353.19,2024-04-22,2024-05-05,HCBG,LATAM
OPP-ba375872,"Watkins, Miller and Pitts",CMP-238,Closed Lost,199518.09,2024-04-23,2024-05-06,HCBG,LATAM
OPP-b6d805ad,Castillo LLC,CMP-238,Negotiation,247258.85,2024-04-21,,HCBG,LATAM
OPP-73dba4c2,Olson Ltd,CMP-238,Closed Won,189472.32,2024-04-28,2024-05-05,HCBG,LATAM
OPP-e927932c,Gonzalez-Gill,CMP-238,Closed Won,185557.94,2024-04-25,2024-05-08,HCBG,LATAM
OPP-1c94f111,Rodriguez-Hart,CMP-238,Closed Lost,224210.95,2024-04-28,2024-05-07,HCBG,LATAM
OPP-8c682d20,Morgan Inc,CMP-238,Closed Lost,300807.3,2024-04-26,2024-05-07,HCBG,LATAM
OPP-1840eb43,Osborne and Sons,CMP-238,Closed Won,339885.86,2024-04-25,2024-05-07,HCBG,LATAM
OPP-52182f4a,Lopez Group,CMP-238,Closed Lost,334974.61,2024-04-24,2024-05-01,HCBG,LATAM
OPP-362c409f,Collins-Jones,CMP-238,Closed Won,399278.48,2024-04-29,2024-05-11,HCBG,LATAM
OPP-dfe52c65,Gilmore Ltd,CMP-238,Closed Won,357111.2,2024-04-27,2024-05-11,HCBG,LATAM
OPP-79336ce7,"Conner, Davis and Nixon",CMP-238,Closed Won,152400.28,2024-04-28,2024-05-08,HCBG,LATAM
OPP-542e1e8b,Silva-Freeman,CMP-238,Closed Won,208443.63,2024-04-29,2024-05-12,HCBG,LATAM
OPP-15319346,Jackson-Washington,CMP-238,Closed Lost,241039.93,2024-04-27,2024-05-11,HCBG,LATAM
OPP-1c368f00,Gregory LLC,CMP-238,Closed Won,346034.25,2024-05-04,2024-05-17,HCBG,LATAM
OPP-efffba21,Sullivan and Sons,CMP-238,Closed Lost,233886.93,2024-05-03,2024-05-12,HCBG,LATAM
OPP-f22e354a,Johnson PLC,CMP-238,Closed Won,298939.31,2024-05-05,2024-05-15,HCBG,LATAM
OPP-58d40871,"Martin, Moore and Turner",CMP-238,Closed Lost,235470.87,2024-05-04,2024-05-12,HCBG,LATAM
OPP-49ff0e7e,Hernandez LLC,CMP-238,Closed Won,157923.38,2024-05-01,2024-05-11,HCBG,LATAM
OPP-0275734b,Moore-Hurley,CMP-238,Closed Won,224720.78,2024-05-06,2024-05-19,HCBG,LATAM
OPP-fb4f22b3,Williams-Jones,CMP-238,Closed Won,185060.08,2024-04-30,2024-05-07,HCBG,LATAM
OPP-4bb33180,Smith-Gilbert,CMP-238,Closed Won,189260.4,2024-05-06,2024-05-17,HCBG,LATAM
OPP-d895a1cc,Rice Ltd,CMP-238,Closed Won,188741.75,2024-05-03,2024-05-11,HCBG,LATAM
OPP-d2cff14f,Morris-Brown,CMP-238,Closed Won,136024.79,2024-05-04,2024-05-15,HCBG,LATAM
OPP-621843b2,"Evans, Stanley and Torres",CMP-238,Closed Won,331522.12,2024-05-03,2024-05-13,HCBG,LATAM
OPP-96a85047,Rodgers and Sons,CMP-238,Negotiation,299898.21,2024-05-08,,HCBG,LATAM
OPP-6f8973e1,"Peterson, Stone and Mccoy",CMP-238,Closed Won,244407.07,2024-05-06,2024-05-18,HCBG,LATAM
OPP-b3b3990c,Wu-Hines,CMP-238,Closed Won,219012.39,2024-05-06,2024-05-17,HCBG,LATAM
OPP-bd91ca46,"Jackson, Riley and Simpson",CMP-238,Closed Won,175745.94,2024-05-04,2024-05-14,HCBG,LATAM
OPP-368c01f6,Hudson PLC,CMP-238,Closed Won,355856.19,2024-05-08,2024-05-17,HCBG,LATAM
OPP-2401fb3f,Shaw-Smith,CMP-238,Closed Won,320972.74,2024-05-09,2024-05-23,HCBG,LATAM
OPP-1866a68e,Woods-Ramirez,CMP-238,Closed Won,246149.93,2024-05-12,2024-05-25,HCBG,LATAM
