DATE,CAMPAIGN_ID,CHANNEL,SPEND_AMT,IMPRESSIONS,CLICKS,VIDEO_VIEWS_50
2023-10-15,CMP-224,Programmatic,66791.72,4452781,5000,667917
2023-10-16,CMP-224,Programmatic,68642.16,4576143,4750,686421
2023-10-17,CMP-224,Programmatic,79582.49,5305499,4723,795824
2023-10-18,CMP-224,Programmatic,95227.28,6348485,6239,952272
2023-10-19,CMP-224,Programmatic,82609.13,5507275,5711,826091
2023-10-20,CMP-224,Programmatic,87413.49,5827565,5369,874134
2023-10-21,CMP-224,Programmatic,90987.86,6065857,6477,909878
2023-10-22,CMP-224,Programmatic,62919.11,4194607,4137,629191
2023-10-23,CMP-224,Programmatic,64553.04,4303536,3763,645530
2020-07-05,CMP-225,Trade Publications,66618.07,1903373,6584,0
2020-07-06,CMP-225,Trade Publications,40524.58,1157845,3361,0
2020-07-07,CMP-225,Trade Publications,57337.98,1638228,4220,0
2020-07-08,CMP-225,Trade Publications,63316.2,1809034,5957,0
2020-07-09,CMP-225,Trade Publications,67835.57,1938159,4671,0
2020-07-10,CMP-225,Trade Publications,45333.35,1295238,4394,0
2020-07-11,CMP-225,Trade Publications,60207.83,1720223,5974,0
2020-07-12,CMP-225,Trade Publications,40106.28,1145893,3571,0
2020-07-13,CMP-225,Trade Publications,56880.51,1625157,3969,0
2020-07-14,CMP-225,Trade Publications,55060.93,1573169,4926,0
2020-07-15,CMP-225,Trade Publications,44501.27,1271464,3468,0
2020-07-16,CMP-225,Trade Publications,59217.08,1691916,5011,0
2020-07-17,CMP-225,Trade Publications,66350.16,1895718,5328,0
2020-07-18,CMP-225,Trade Publications,46971.08,1342030,4806,0
2020-07-19,CMP-225,Trade Publications,68091.01,1945457,4736,0
2020-07-20,CMP-225,Trade Publications,63489.77,1813993,4593,0
2020-07-21,CMP-225,Trade Publications,39133.17,1118090,3050,0
2020-07-22,CMP-225,Trade Publications,47059.11,1344546,4548,0
2020-07-23,CMP-225,Trade Publications,61521.52,1757757,6289,0
2020-07-24,CMP-225,Trade Publications,61549.23,1758549,5103,0
2020-07-25,CMP-225,Trade Publications,61136.8,1746765,6287,0
2020-07-26,CMP-225,Trade Publications,61504.3,1757265,5823,0
2020-07-27,CMP-225,Trade Publications,68983.33,1970952,4999,0
2020-07-28,CMP-225,Trade Publications,61328.73,1752249,5994,0
2020-07-29,CMP-225,Trade Publications,69508.1,1985945,5269,0
2020-07-30,CMP-225,Trade Publications,54746.56,1564187,5031,0
2020-07-31,CMP-225,Trade Publications,46342.15,1324061,4131,0
2020-08-01,CMP-225,Trade Publications,46673.5,1333528,3734,0
2020-08-02,CMP-225,Trade Publications,52701.33,1505752,4569,0
2020-08-03,CMP-225,Trade Publications,52958.49,1513099,4526,0
2020-08-04,CMP-225,Trade Publications,48017.42,1371926,3554,0
2020-08-05,CMP-225,Trade Publications,39784.16,1136690,2995,0
2020-08-06,CMP-225,Trade Publications,57303.15,1637232,5473,0
2020-08-07,CMP-225,Trade Publications,43778.82,1250823,3164,0
2020-08-08,CMP-225,Trade Publications,62787.22,1793920,4962,0
2020-08-09,CMP-225,Trade Publications,69413.75,1983250,6459,0
2020-08-10,CMP-225,Trade Publications,48940.48,1398299,3841,0
2020-08-11,CMP-225,Trade Publications,55394.42,1582697,3948,0
2020-08-12,CMP-225,Trade Publications,42088.8,1202537,3139,0
2020-08-13,CMP-225,Trade Publications,63620.69,1817733,5483,0
2020-08-14,CMP-225,Trade Publications,38578.76,1102250,3536,0
2020-08-15,CMP-225,Trade Publications,52117.08,1489059,4486,0
2020-08-16,CMP-225,Trade Publications,45249.2,1292834,3958,0
2020-08-17,CMP-225,Trade Publications,70319.98,2009142,4999,0
2020-08-18,CMP-225,Trade Publications,47536.63,1358189,3655,0
2020-08-19,CMP-225,Trade Publications,46377.59,1325074,3782,0
2020-08-20,CMP-225,Trade Publications,65042.48,1858356,6495,0
2020-08-21,CMP-225,Trade Publications,44859.19,1281691,3911,0
2020-08-22,CMP-225,Trade Publications,59104.08,1688687,5110,0
2020-08-23,CMP-225,Trade Publications,52457.44,1498784,3942,0
2020-08-24,CMP-225,Trade Publications,54231.75,1549478,4464,0
2020-08-25,CMP-225,Trade Publications,64303.62,1837246,6092,0
2020-08-26,CMP-225,Trade Publications,42623.69,1217819,3052,0
2020-08-27,CMP-225,Trade Publications,67993.29,1942665,5910,0
2020-08-28,CMP-225,Trade Publications,66343.19,1895519,4681,0
2020-08-29,CMP-225,Trade Publications,55486.74,1585335,4831,0
2020-08-30,CMP-225,Trade Publications,66438.26,1898235,4778,0
2020-08-31,CMP-225,Trade Publications,46112.03,1317486,3804,0
2020-09-01,CMP-225,Trade Publications,66606.68,1903048,6711,0
2020-09-02,CMP-225,Trade Publications,70764.73,2021849,7179,0
2020-11-25,CMP-226,YouTube,35181.81,1954544,8395,0
2020-11-26,CMP-226,YouTube,43906.57,2439253,13805,0
2020-11-27,CMP-226,YouTube,59660.9,3314494,14496,0
2020-11-28,CMP-226,YouTube,51752.01,2875111,16775,0
2020-11-29,CMP-226,YouTube,47234.47,2624137,11039,0
2020-11-30,CMP-226,YouTube,47063.02,2614612,12423,0
2020-12-01,CMP-226,YouTube,50535.04,2807502,13693,0
2020-12-02,CMP-226,YouTube,34302.17,1905676,11411,0
2020-12-03,CMP-226,YouTube,49546.61,2752589,13617,0
2020-12-04,CMP-226,YouTube,61455.98,3414221,14721,0
2020-12-05,CMP-226,YouTube,39282.07,2182337,12256,0
2020-12-06,CMP-226,YouTube,41356.21,2297567,12862,0
2020-12-07,CMP-226,YouTube,41666.27,2314792,9412,0
2020-12-08,CMP-226,YouTube,48778.14,2709896,11905,0
2020-12-09,CMP-226,YouTube,55755.3,3097516,16362,0
2020-12-10,CMP-226,YouTube,60557.45,3364302,18725,0
2020-12-11,CMP-226,YouTube,39036.93,2168718,12145,0
2020-12-12,CMP-226,YouTube,52391.49,2910638,15536,0
2020-12-13,CMP-226,YouTube,57911.23,3217290,16561,0
2020-12-14,CMP-226,YouTube,47300.29,2627793,13857,0
2020-12-15,CMP-226,YouTube,42431.8,2357322,10290,0
2020-12-16,CMP-226,YouTube,51662.88,2870160,12823,0
2020-12-17,CMP-226,YouTube,36114.87,2006381,8027,0
2020-12-18,CMP-226,YouTube,51423.34,2856852,13496,0
2020-12-19,CMP-226,YouTube,55594.94,3088607,14671,0
2020-12-20,CMP-226,YouTube,47879.71,2659983,12805,0
2020-12-21,CMP-226,YouTube,52647.53,2924862,13782,0
2020-12-22,CMP-226,YouTube,61721.07,3428948,20135,0
2020-12-23,CMP-226,YouTube,58367.96,3242664,18939,0
2020-12-24,CMP-226,YouTube,46811.72,2600651,13192,0
2020-12-25,CMP-226,YouTube,55298.9,3072161,16565,0
2020-12-26,CMP-226,YouTube,59603.6,3311311,17989,0
2020-12-27,CMP-226,YouTube,62709.48,3483860,16363,0
2020-12-28,CMP-226,YouTube,57932.52,3218473,17364,0
2020-12-29,CMP-226,YouTube,53829.88,2990549,13911,0
2020-12-30,CMP-226,YouTube,56559.41,3142189,18227,0
2020-12-31,CMP-226,YouTube,40131.24,2229513,11707,0
2021-01-01,CMP-226,YouTube,52686.93,2927051,17501,0
2021-01-02,CMP-226,YouTube,55617.3,3089849,13770,0
2021-01-03,CMP-226,YouTube,52339.57,2907753,15433,0
2021-01-04,CMP-226,YouTube,42004.71,2333595,12151,0
2021-01-05,CMP-226,YouTube,70907.98,3939332,22457,0
2021-01-06,CMP-226,YouTube,41720.26,2317792,13876,0
2021-01-07,CMP-226,YouTube,63049.64,3502757,15147,0
2021-01-08,CMP-226,YouTube,39852.58,2214032,9614,0
2021-01-09,CMP-226,YouTube,67762.96,3764609,15221,0
2021-01-10,CMP-226,YouTube,47313.21,2628511,14495,0
2021-01-11,CMP-226,YouTube,59243.24,3291291,18317,0
2021-01-12,CMP-226,YouTube,64652.54,3591807,14730,0
2021-01-13,CMP-226,YouTube,69599.48,3866638,17222,0
2021-01-14,CMP-226,YouTube,58137.38,3229854,17081,0
2024-07-24,CMP-227,TikTok,13147.32,1643414,13085,0
2024-07-25,CMP-227,TikTok,7511.5,938937,8825,0
2024-07-26,CMP-227,TikTok,10754.78,1344346,11611,0
2024-07-27,CMP-227,TikTok,10379.96,1297494,11769,0
2024-07-28,CMP-227,TikTok,7361.13,920141,6679,0
2024-07-29,CMP-227,TikTok,10039.28,1254910,8339,0
2024-07-30,CMP-227,TikTok,11488.8,1436099,11000,0
2024-07-31,CMP-227,TikTok,8830.75,1103843,7076,0
2024-08-01,CMP-227,TikTok,11574.22,1446777,13119,0
2024-08-02,CMP-227,TikTok,9581.54,1197692,9827,0
2024-08-03,CMP-227,TikTok,8554.77,1069346,8972,0
2024-08-04,CMP-227,TikTok,7232.31,904039,7199,0
2024-08-05,CMP-227,TikTok,11110.24,1388780,12968,0
2024-08-06,CMP-227,TikTok,9497.46,1187182,10504,0
2024-08-07,CMP-227,TikTok,10824.84,1353104,12673,0
2024-08-08,CMP-227,TikTok,9602.01,1200251,8907,0
2024-08-09,CMP-227,TikTok,12600.73,1575091,10328,0
2024-08-10,CMP-227,TikTok,7994.61,999326,6659,0
2024-08-11,CMP-227,TikTok,12330.58,1541322,9916,0
2024-08-12,CMP-227,TikTok,12444.37,1555546,12201,0
2024-08-13,CMP-227,TikTok,7182.54,897818,6899,0
2024-08-14,CMP-227,TikTok,8303.93,1037990,8717,0
2024-08-15,CMP-227,TikTok,11325.92,1415739,11269,0
2024-08-16,CMP-227,TikTok,7406.45,925805,7868,0
2024-08-17,CMP-227,TikTok,12324.01,1540500,13410,0
2024-08-18,CMP-227,TikTok,12249.89,1531235,10782,0
2024-08-19,CMP-227,TikTok,12611.44,1576430,11714,0
2024-08-20,CMP-227,TikTok,7240.09,905011,8234,0
2024-08-21,CMP-227,TikTok,12936.2,1617025,13741,0
2024-08-22,CMP-227,TikTok,8577.78,1072222,7725,0
2024-08-23,CMP-227,TikTok,10020.53,1252566,11615,0
2024-08-24,CMP-227,TikTok,8075.67,1009459,9128,0
2024-08-25,CMP-227,TikTok,8945.08,1118134,10049,0
2024-08-26,CMP-227,TikTok,12803.99,1600498,12432,0
2024-08-27,CMP-227,TikTok,9397.54,1174692,10533,0
2024-08-28,CMP-227,TikTok,10406.38,1300797,11174,0
2024-08-29,CMP-227,TikTok,10979.09,1372386,9454,0
2024-08-30,CMP-227,TikTok,12340.89,1542611,10839,0
2024-08-31,CMP-227,TikTok,12877.68,1609709,11592,0
2024-09-01,CMP-227,TikTok,11660.43,1457553,10656,0
2024-09-02,CMP-227,TikTok,9107.56,1138444,8415,0
2024-09-03,CMP-227,TikTok,11746.39,1468298,12013,0
2024-09-04,CMP-227,TikTok,12575.02,1571878,11606,0
2024-09-05,CMP-227,TikTok,11403.43,1425428,12557,0
2024-09-06,CMP-227,TikTok,8087.24,1010904,7765,0
2024-09-07,CMP-227,TikTok,10120.08,1265009,9535,0
2024-09-08,CMP-227,TikTok,9134.1,1141763,9815,0
2024-09-09,CMP-227,TikTok,8482.25,1060281,9192,0
2024-09-10,CMP-227,TikTok,12894.62,1611827,13230,0
2024-09-11,CMP-227,TikTok,10909.18,1363647,9028,0
2024-09-12,CMP-227,TikTok,12461.67,1557708,11392,0
2024-09-13,CMP-227,TikTok,10931.37,1366421,13026,0
2024-09-14,CMP-227,TikTok,10811.43,1351429,11783,0
2024-09-15,CMP-227,TikTok,9890.02,1236252,8150,0
2024-09-16,CMP-227,TikTok,12051.36,1506419,9809,0
2024-09-17,CMP-227,TikTok,11456.59,1432074,9270,0
2024-09-18,CMP-227,TikTok,12448.35,1556043,10743,0
2024-09-19,CMP-227,TikTok,10313.06,1289132,10713,0
2024-09-20,CMP-227,TikTok,9965.03,1245628,9330,0
2024-09-21,CMP-227,TikTok,10028.03,1253503,9271,0
2024-09-22,CMP-227,TikTok,9845.86,1230732,9290,0
2024-09-23,CMP-227,TikTok,10631.68,1328960,9517,0
2024-09-24,CMP-227,TikTok,13223.55,1652943,13228,0
2024-09-25,CMP-227,TikTok,8349.09,1043636,8272,0
2024-09-26,CMP-227,TikTok,12473.56,1559195,10087,0
2024-09-27,CMP-227,TikTok,11327.11,1415889,11544,0
2024-09-28,CMP-227,TikTok,8198.14,1024767,9239,0
2024-09-29,CMP-227,TikTok,9421.06,1177633,8644,0
2024-09-30,CMP-227,TikTok,12238.64,1529830,12916,0
2024-10-01,CMP-227,TikTok,9049.24,1131154,9519,0
2024-10-02,CMP-227,TikTok,8359.27,1044909,9484,0
2024-10-03,CMP-227,TikTok,5352.64,669079,5943,0
2024-10-04,CMP-227,TikTok,7802.23,975278,6458,0
2024-10-05,CMP-227,TikTok,7341.52,917689,6115,0
2024-10-06,CMP-227,TikTok,8337.93,1042241,8493,0
2024-10-07,CMP-227,TikTok,9291.65,1161455,8113,0
2024-10-08,CMP-227,TikTok,7768.6,971075,6872,0
2024-10-09,CMP-227,TikTok,7803.8,975474,8498,0
2020-08-25,CMP-228,Google Ads,215029.11,8601164,245438,0
2020-08-26,CMP-228,Google Ads,134973.75,5398950,126511,0
2020-08-27,CMP-228,Google Ads,201145.72,8045828,201031,0
2020-08-28,CMP-228,Google Ads,147278.69,5891147,150383,0
2020-08-29,CMP-228,Google Ads,170798.24,6831929,163285,0
2020-08-30,CMP-228,Google Ads,214451.84,8578073,206525,0
2020-08-31,CMP-228,Google Ads,129459.82,5178392,106574,0
2020-09-01,CMP-228,Google Ads,219496.28,8779851,259936,0
2020-09-02,CMP-228,Google Ads,201285.34,8051413,190365,0
2020-09-03,CMP-228,Google Ads,228432.36,9137294,243308,0
2020-09-04,CMP-228,Google Ads,218203.93,8728157,241407,0
2020-09-05,CMP-228,Google Ads,167727.95,6709117,166299,0
2020-09-06,CMP-228,Google Ads,146785.67,5871426,134573,0
2020-09-07,CMP-228,Google Ads,211020.03,8440801,244274,0
2020-09-08,CMP-228,Google Ads,205197.07,8207882,202338,0
2020-09-09,CMP-228,Google Ads,135976.07,5439042,111878,0
2020-09-10,CMP-228,Google Ads,167205.63,6688225,164785,0
2020-09-11,CMP-228,Google Ads,192682.11,7707284,154645,0
2020-09-12,CMP-228,Google Ads,233979.42,9359176,221245,0
2020-09-13,CMP-228,Google Ads,218612.03,8744481,221669,0
2020-09-14,CMP-228,Google Ads,140742.72,5629708,157494,0
2020-09-15,CMP-228,Google Ads,203609.28,8144371,205843,0
2020-09-16,CMP-228,Google Ads,182421.04,7296841,152320,0
2020-09-17,CMP-228,Google Ads,197752.37,7910094,230282,0
2020-09-18,CMP-228,Google Ads,136706.92,5468276,123775,0
2020-09-19,CMP-228,Google Ads,224494.45,8979778,205129,0
2020-09-20,CMP-228,Google Ads,197545.64,7901825,200296,0
2020-09-21,CMP-228,Google Ads,191294.0,7651759,184850,0
2020-09-22,CMP-228,Google Ads,159139.99,6365599,130401,0
2020-09-23,CMP-228,Google Ads,207347.7,8293908,227758,0
2020-09-24,CMP-228,Google Ads,199366.58,7974663,210820,0
2020-09-25,CMP-228,Google Ads,153033.94,6121357,123794,0
2020-09-26,CMP-228,Google Ads,214339.17,8573566,213579,0
2020-09-27,CMP-228,Google Ads,159882.89,6395315,134425,0
2020-09-28,CMP-228,Google Ads,133394.99,5335799,125330,0
2020-09-29,CMP-228,Google Ads,213907.5,8556300,249734,0
2020-09-30,CMP-228,Google Ads,223891.53,8955661,261505,0
2020-10-01,CMP-228,Google Ads,160773.05,6430921,162523,0
2020-10-02,CMP-228,Google Ads,107426.5,4297059,120233,0
2020-10-03,CMP-228,Google Ads,106984.52,4279380,97022,0
2020-10-04,CMP-228,Google Ads,108499.05,4339961,109149,0
2020-10-05,CMP-228,Google Ads,115363.8,4614551,99404,0
2020-10-06,CMP-228,Google Ads,125543.59,5021743,144320,0
2020-10-07,CMP-228,Google Ads,134640.93,5385637,155016,0
2020-10-08,CMP-228,Google Ads,105601.8,4224071,91534,0
2020-10-09,CMP-228,Google Ads,135030.33,5401213,133049,0
2020-10-10,CMP-228,Google Ads,141586.8,5663471,158272,0
2020-10-11,CMP-228,Google Ads,148650.07,5946002,174946,0
2020-10-12,CMP-228,Google Ads,121287.32,4851492,107042,0
2020-10-13,CMP-228,Google Ads,133118.74,5324749,112391,0
2020-10-14,CMP-228,Google Ads,112808.01,4512320,99626,0
2020-10-15,CMP-228,Google Ads,121156.13,4846245,102314,0
2020-10-16,CMP-228,Google Ads,92888.83,3715553,98714,0
2020-10-17,CMP-228,Google Ads,137717.53,5508701,149195,0
2020-10-18,CMP-228,Google Ads,141603.37,5664134,119756,0
2020-10-19,CMP-228,Google Ads,112980.67,4519226,96238,0
2020-10-20,CMP-228,Google Ads,155754.45,6230178,171136,0
2020-10-21,CMP-228,Google Ads,106040.06,4241602,99309,0
2020-10-22,CMP-228,Google Ads,165337.21,6613488,171564,0
2020-10-23,CMP-228,Google Ads,152513.5,6100539,138152,0
2020-10-24,CMP-228,Google Ads,106700.85,4268034,118818,0
2020-10-25,CMP-228,Google Ads,143578.63,5743145,153972,0
2020-10-26,CMP-228,Google Ads,133252.2,5330087,136640,0
2020-10-27,CMP-228,Google Ads,147440.25,5897610,133875,0
2020-10-28,CMP-228,Google Ads,117761.84,4710473,135267,0
2020-10-29,CMP-228,Google Ads,114359.17,4574366,116477,0
2020-10-30,CMP-228,Google Ads,144878.13,5795125,173849,0
2020-10-31,CMP-228,Google Ads,124157.66,4966306,120586,0
2020-11-01,CMP-228,Google Ads,186869.63,7474785,209705,0
2020-11-02,CMP-228,Google Ads,176498.47,7059938,173902,0
2020-11-03,CMP-228,Google Ads,138632.95,5545317,144662,0
2020-11-04,CMP-228,Google Ads,189997.82,7599912,219164,0
2020-11-05,CMP-228,Google Ads,118596.0,4743839,115197,0
2020-11-06,CMP-228,Google Ads,151726.38,6069055,180713,0
2020-11-07,CMP-228,Google Ads,171561.99,6862479,165196,0
2020-11-08,CMP-228,Google Ads,110928.67,4437146,113829,0
2020-11-09,CMP-228,Google Ads,117440.66,4697626,133151,0
2020-11-10,CMP-228,Google Ads,178492.74,7139709,175673,0
2020-11-11,CMP-228,Google Ads,148423.68,5936947,172013,0
2022-11-27,CMP-229,LinkedIn,118198.65,1575982,7411,0
2022-11-28,CMP-229,LinkedIn,164973.09,2199641,9926,0
2022-11-29,CMP-229,LinkedIn,113704.59,1516061,5198,0
2022-11-30,CMP-229,LinkedIn,99580.71,1327742,4752,0
2022-12-01,CMP-229,LinkedIn,162046.24,2160616,7743,0
2022-12-02,CMP-229,LinkedIn,158281.82,2110424,7603,0
2022-12-03,CMP-229,LinkedIn,130411.25,1738816,8299,0
2022-12-04,CMP-229,LinkedIn,117847.3,1571297,5974,0
2022-12-05,CMP-229,LinkedIn,122545.85,1633944,5515,0
2022-12-06,CMP-229,LinkedIn,138309.74,1844129,7018,0
2022-12-07,CMP-229,LinkedIn,155425.03,2072333,9342,0
2022-12-08,CMP-229,LinkedIn,142848.0,1904640,6192,0
2022-12-09,CMP-229,LinkedIn,149082.58,1987767,6537,0
2022-12-10,CMP-229,LinkedIn,148868.34,1984911,8527,0
2022-12-11,CMP-229,LinkedIn,113919.49,1518926,6851,0
2022-12-12,CMP-229,LinkedIn,173475.86,2313011,10410,0
2022-12-13,CMP-229,LinkedIn,122881.66,1638422,6780,0
2022-12-14,CMP-229,LinkedIn,173787.29,2317163,8603,0
2022-12-15,CMP-229,LinkedIn,165873.3,2211643,7110,0
2022-12-16,CMP-229,LinkedIn,97711.92,1302825,5752,0
2022-12-17,CMP-229,LinkedIn,160982.31,2146430,9578,0
2022-12-18,CMP-229,LinkedIn,175057.35,2334097,7909,0
2022-12-19,CMP-229,LinkedIn,116776.37,1557018,7233,0
2022-12-20,CMP-229,LinkedIn,112205.27,1496070,6420,0
2022-12-21,CMP-229,LinkedIn,141696.92,1889292,6297,0
2022-12-22,CMP-229,LinkedIn,121224.71,1616329,6518,0
2022-12-23,CMP-229,LinkedIn,168571.95,2247626,9736,0
2022-12-24,CMP-229,LinkedIn,149329.78,1991063,7951,0
2022-12-25,CMP-229,LinkedIn,122345.2,1631269,5531,0
2022-12-26,CMP-229,LinkedIn,131562.07,1754160,5693,0
2022-12-27,CMP-229,LinkedIn,115028.95,1533719,5969,0
2022-12-28,CMP-229,LinkedIn,132357.68,1764769,5772,0
2022-12-29,CMP-229,LinkedIn,146589.32,1954524,7973,0
2022-12-30,CMP-229,LinkedIn,103928.54,1385713,6525,0
2022-12-31,CMP-229,LinkedIn,105705.13,1409401,6437,0
2023-01-01,CMP-229,LinkedIn,113672.2,1515629,6989,0
2023-01-02,CMP-229,LinkedIn,115562.88,1540838,6798,0
2023-01-03,CMP-229,LinkedIn,148873.41,1984978,8696,0
2023-01-04,CMP-229,LinkedIn,152775.0,2037000,6749,0
2023-01-05,CMP-229,LinkedIn,188402.9,2512038,8324,0
2023-01-06,CMP-229,LinkedIn,203463.43,2712845,8902,0
2023-01-07,CMP-229,LinkedIn,160331.88,2137758,9313,0
2023-01-08,CMP-229,LinkedIn,151947.16,2025962,7187,0
2023-01-09,CMP-229,LinkedIn,187583.14,2501108,11142,0
2023-01-10,CMP-229,LinkedIn,203519.39,2713591,10316,0
2023-01-11,CMP-229,LinkedIn,162954.72,2172729,8215,0
2023-01-12,CMP-229,LinkedIn,138683.71,1849116,8139,0
2023-01-13,CMP-229,LinkedIn,146726.65,1956355,7600,0
2023-01-14,CMP-229,LinkedIn,152962.85,2039504,8851,0
2023-01-15,CMP-229,LinkedIn,203042.16,2707228,11551,0
2023-01-16,CMP-229,LinkedIn,159577.69,2127702,9461,0
2023-01-17,CMP-229,LinkedIn,176077.41,2347698,7740,0
2023-01-18,CMP-229,LinkedIn,122960.37,1639471,5345,0
2020-09-25,CMP-230,Microsoft Ads,153612.78,7680638,142127,1152095
2020-09-26,CMP-230,Microsoft Ads,119560.56,5978028,139143,896704
2020-09-27,CMP-230,Microsoft Ads,154464.68,7723233,164662,1158484
2020-09-28,CMP-230,Microsoft Ads,110513.0,5525650,93584,828847
2020-09-29,CMP-230,Microsoft Ads,91181.89,4559094,76848,683864
2020-09-30,CMP-230,Microsoft Ads,112501.48,5625074,114832,843761
2020-10-01,CMP-230,Microsoft Ads,67769.93,3388496,57908,508274
2020-10-02,CMP-230,Microsoft Ads,74217.29,3710864,78135,556629
2020-10-03,CMP-230,Microsoft Ads,98155.7,4907785,100148,736167
2020-10-04,CMP-230,Microsoft Ads,78040.13,3902006,74016,585300
2020-10-05,CMP-230,Microsoft Ads,69570.08,3478503,61957,521775
2020-10-06,CMP-230,Microsoft Ads,113680.12,5684006,135492,852600
2020-10-07,CMP-230,Microsoft Ads,99910.7,4995534,116568,749330
2020-10-08,CMP-230,Microsoft Ads,99639.89,4981994,81034,747299
2020-10-09,CMP-230,Microsoft Ads,119134.98,5956749,100023,893512
2020-10-10,CMP-230,Microsoft Ads,101837.08,5091854,91768,763778
2020-10-11,CMP-230,Microsoft Ads,85831.08,4291554,90841,643733
2020-10-12,CMP-230,Microsoft Ads,88281.94,4414096,79473,662114
2020-10-13,CMP-230,Microsoft Ads,82662.77,4133138,77423,619970
2020-10-14,CMP-230,Microsoft Ads,117073.32,5853665,131057,878049
2020-10-15,CMP-230,Microsoft Ads,89496.81,4474840,78750,671226
2020-10-16,CMP-230,Microsoft Ads,108906.36,5445317,93972,816797
2020-10-17,CMP-230,Microsoft Ads,75835.26,3791763,71770,568764
2020-10-18,CMP-230,Microsoft Ads,112724.31,5636215,96121,845432
2020-10-19,CMP-230,Microsoft Ads,70976.75,3548837,70805,532325
2020-10-20,CMP-230,Microsoft Ads,79466.88,3973344,81651,596001
2020-10-21,CMP-230,Microsoft Ads,89116.17,4455808,86797,668371
2020-10-22,CMP-230,Microsoft Ads,70411.69,3520584,60301,528087
2020-10-23,CMP-230,Microsoft Ads,109460.47,5473023,126356,820953
2020-10-24,CMP-230,Microsoft Ads,77169.07,3858453,65237,578767
2020-10-25,CMP-230,Microsoft Ads,67187.13,3359356,70097,503903
2020-10-26,CMP-230,Microsoft Ads,103638.43,5181921,98365,777288
2020-10-27,CMP-230,Microsoft Ads,101673.76,5083687,110334,762553
2020-10-28,CMP-230,Microsoft Ads,115752.71,5787635,95605,868145
2020-10-29,CMP-230,Microsoft Ads,74834.65,3741732,61918,561259
2020-10-30,CMP-230,Microsoft Ads,112043.99,5602199,125157,840329
2020-10-31,CMP-230,Microsoft Ads,95889.79,4794489,79920,719173
2020-11-01,CMP-230,Microsoft Ads,95155.53,4757776,87456,713666
2020-11-02,CMP-230,Microsoft Ads,114149.3,5707464,103101,856119
2020-11-03,CMP-230,Microsoft Ads,81915.99,4095799,89477,614369
2020-11-04,CMP-230,Microsoft Ads,96858.3,4842914,95013,726437
2020-11-05,CMP-230,Microsoft Ads,85531.08,4276554,95881,641483
2020-11-06,CMP-230,Microsoft Ads,114465.74,5723286,132852,858492
2020-11-07,CMP-230,Microsoft Ads,109836.07,5491803,129229,823770
2020-11-08,CMP-230,Microsoft Ads,136030.43,6801521,140190,1020228
2020-11-09,CMP-230,Microsoft Ads,138807.51,6940375,128984,1041056
2020-11-10,CMP-230,Microsoft Ads,101256.79,5062839,82847,759425
2020-11-11,CMP-230,Microsoft Ads,116029.82,5801490,126329,870223
2020-11-12,CMP-230,Microsoft Ads,128209.79,6410489,110250,961573
2020-11-13,CMP-230,Microsoft Ads,106445.28,5322263,92686,798339
2020-11-14,CMP-230,Microsoft Ads,120848.88,6042444,104314,906366
2020-11-15,CMP-230,Microsoft Ads,136842.93,6842146,122098,1026321
2020-11-16,CMP-230,Microsoft Ads,96350.93,4817546,109874,722631
2020-11-17,CMP-230,Microsoft Ads,107390.8,5369540,86943,805431
2020-11-18,CMP-230,Microsoft Ads,109777.57,5488878,91534,823331
2020-11-19,CMP-230,Microsoft Ads,142207.47,7110373,147219,1066555
2020-11-20,CMP-230,Microsoft Ads,94046.7,4702335,96443,705350
2020-11-21,CMP-230,Microsoft Ads,82174.19,4108709,92031,616306
2020-11-22,CMP-230,Microsoft Ads,138241.5,6912074,158946,1036811
2020-11-23,CMP-230,Microsoft Ads,99678.47,4983923,92731,747588
2020-11-24,CMP-230,Microsoft Ads,79413.35,3970667,84222,595600
2020-11-25,CMP-230,Microsoft Ads,112441.86,5622093,110613,843313
2020-11-26,CMP-230,Microsoft Ads,137072.05,6853602,118862,1028040
2020-11-27,CMP-230,Microsoft Ads,77733.48,3886673,64466,583000
2020-11-28,CMP-230,Microsoft Ads,91855.37,4592768,74707,688915
2020-11-29,CMP-230,Microsoft Ads,110323.23,5516161,102119,827424
2020-11-30,CMP-230,Microsoft Ads,89021.25,4451062,97926,667659
2020-12-01,CMP-230,Microsoft Ads,90605.11,4530255,97404,679538
2020-12-02,CMP-230,Microsoft Ads,100174.56,5008728,100648,751309
2020-12-03,CMP-230,Microsoft Ads,138805.76,6940288,113118,1041043
2020-12-04,CMP-230,Microsoft Ads,110152.79,5507639,125769,826145
2020-12-05,CMP-230,Microsoft Ads,115948.76,5797437,105600,869615
2020-12-06,CMP-230,Microsoft Ads,103373.96,5168698,110827,775304
2020-12-07,CMP-230,Microsoft Ads,135960.63,6798031,111001,1019704
2020-12-08,CMP-230,Microsoft Ads,81822.09,4091104,76096,613665
2020-12-09,CMP-230,Microsoft Ads,92477.08,4623853,83781,693577
2020-12-10,CMP-230,Microsoft Ads,91716.5,4585825,80557,687873
2020-12-11,CMP-230,Microsoft Ads,85726.51,4286325,100607,642948
2020-12-12,CMP-230,Microsoft Ads,86622.93,4331146,76380,649671
2020-12-13,CMP-230,Microsoft Ads,93368.25,4668412,109540,700261
2020-12-14,CMP-230,Microsoft Ads,127033.21,6351660,141753,952749
2020-12-15,CMP-230,Microsoft Ads,84017.27,4200863,95319,630129
